,home_id,home,home_score,away_id,away,away_score,startdate,complete
2997,6845,Nebraska Wesleyan University,0.0,2685,Wartburg,45.0,2023-11-04T18:00:00.000Z,True
2996,2045,Austin College,19.0,2810,Hardin-Simmons,59.0,2023-11-04T18:00:00.000Z,True
2994,2359,Macalester,34.0,124,Augsburg,42.0,2023-11-04T18:00:00.000Z,True
2993,2834,Sul Ross State,47.0,2758,Howard Payne,42.0,2023-11-04T18:00:00.000Z,True
2985,2738,Wisconsin-Eau Claire,13.0,2744,UW-Stout,38.0,2023-11-04T18:00:00.000Z,True
2986,2703,Western New Mexico,3.0,110243,University of Texas of the Permian Basin,56.0,2023-11-04T18:00:00.000Z,True
2987,2201,Eastern New Mexico,35.0,2704,West Texas A&M,27.0,2023-11-04T18:00:00.000Z,True
2988,2214,Emporia State,63.0,2403,Missouri Southern State,28.0,2023-11-04T18:00:00.000Z,True
2989,2398,Millsaps,13.0,2588,Southwestern University,42.0,2023-11-04T18:00:00.000Z,True
2990,137,Missouri Western,31.0,90,Pittsburg State,30.0,2023-11-04T18:00:00.000Z,True
2991,409,Concordia WI,66.0,2524,Rockford,21.0,2023-11-04T18:00:00.000Z,True
2995,2802,Bethel MN,31.0,2152,Concordia MN,14.0,2023-11-04T18:00:00.000Z,True
3007,2805,Clark Atlanta,21.0,60,Morehouse,35.0,2023-11-04T18:00:00.000Z,True
3014,2232,Fort Valley State,7.0,2013,Albany State GA,13.0,2023-11-04T18:00:00.000Z,True
3010,2851,Winona State,42.0,2364,Minnesota State,49.0,2023-11-04T18:00:00.000Z,True
3041,2776,Salve Regina,49.0,2951,SUNY Maritime,0.0,2023-11-04T18:00:00.000Z,True
3040,2413,Morehead State,7.0,2086,Butler,49.0,2023-11-04T18:00:00.000Z,True
3039,72,Elmhurst,8.0,75,North Park,31.0,2023-11-04T18:00:00.000Z,True
3038,2010,Alabama A&M,28.0,50,Florida A&M,42.0,2023-11-04T18:00:00.000Z,True
3037,2643,The Citadel,16.0,2382,Mercer,38.0,2023-11-04T18:00:00.000Z,True
3036,2460,Northern Iowa,50.0,2710,Western Illinois,6.0,2023-11-04T18:00:00.000Z,True
3035,2743,Wisconsin-Stevens Point,0.0,2745,UW-Whitewater,48.0,2023-11-04T18:00:00.000Z,True
3034,2385,Mercyhurst,0.0,611,Seton Hill College,14.0,2023-11-04T18:00:00.000Z,True
3033,2546,Southeast Missouri State,20.0,2523,Robert Morris,21.0,2023-11-04T18:00:00.000Z,True
3032,2220,Fayetteville State,40.0,2736,Winston-Salem,34.0,2023-11-04T18:00:00.000Z,True
3031,2825,Quincy,14.0,2402,Missouri S&T,21.0,2023-11-04T18:00:00.000Z,True
3030,2639,Texas Lutheran,33.0,241,McMurry,36.0,2023-11-04T18:00:00.000Z,True
3029,67,Luther,21.0,101161,Lyon College,28.0,2023-11-04T18:00:00.000Z,True
3028,93,Murray State,31.0,155,North Dakota,45.0,2023-11-04T18:00:00.000Z,True
3027,79,Southern Illinois,7.0,233,South Dakota,14.0,2023-11-04T18:00:00.000Z,True
3026,2674,Valparaiso,21.0,2168,Dayton,7.0,2023-11-04T18:00:00.000Z,True
3025,2155,Cornell College IA,34.0,2286,Illinois College,76.0,2023-11-04T18:00:00.000Z,True
3011,132,Bemidji State,27.0,2817,Minnesota St-Moorhead,14.0,2023-11-04T18:00:00.000Z,True
3012,32,Carroll WI,41.0,74,Millikin,0.0,2023-11-04T18:00:00.000Z,True
3013,2106,Carthage,13.0,2042,Augustana IL,16.0,2023-11-04T18:00:00.000Z,True
2984,255,Knox College,48.0,268,Lawrence,28.0,2023-11-04T18:00:00.000Z,True
3015,2894,Sioux Falls,20.0,2844,Wayne State NE,28.0,2023-11-04T18:00:00.000Z,True
3016,2331,Lenoir-Rhyne,28.0,2107,Catawba,7.0,2023-11-04T18:00:00.000Z,True
3008,133,St. Olaf College,10.0,2600,St. Johns MN,49.0,2023-11-04T18:00:00.000Z,True
3017,65,Grinnell,14.0,80,Chicago,48.0,2023-11-04T18:00:00.000Z,True
3019,365,Alfred,42.0,173,Hartwick,6.0,2023-11-04T18:00:00.000Z,True
3020,266,Beloit College,17.0,2891,Ripon,52.0,2023-11-04T18:00:00.000Z,True
3021,2919,Monmouth IL,16.0,262,Lake Forest,14.0,2023-11-04T18:00:00.000Z,True
3022,258,Virginia,17.0,59,Georgia Tech,45.0,2023-11-04T18:00:00.000Z,True
3023,3071,North Central,83.0,306,Illinois Wesleyan,26.0,2023-11-04T18:00:00.000Z,True
3024,2118,Central Missouri State,47.0,2231,Fort Hays State,28.0,2023-11-04T18:00:00.000Z,True
3018,396,Wheaton College Ill,36.0,143,Washington MO,35.0,2023-11-04T18:00:00.000Z,True
2983,2044,Aurora,70.0,6353,Lakeland University,14.0,2023-11-04T18:00:00.000Z,True
3009,2146,Colorado Mines,77.0,2424,New Mexico Highlands,3.0,2023-11-04T18:00:00.000Z,True
2981,2283,Benedictine IL,41.0,101,Eureka College,21.0,2023-11-04T18:00:00.000Z,True
2980,2688,Washington & Lee,31.0,2079,Bridgewater VA,21.0,2023-11-04T18:00:00.000Z,True
2979,2963,Case Western Reserve,42.0,2018,Allegheny,14.0,2023-11-04T18:00:00.000Z,True
2978,254,Utah,55.0,9,Arizona State,3.0,2023-11-04T18:00:00.000Z,True
2977,490,Benedict College,37.0,2019,Allen,9.0,2023-11-04T18:00:00.000Z,True
2976,2723,UW-River Falls,28.0,2740,Wisconsin-La Crosse,31.0,2023-11-04T18:00:00.000Z,True
2975,446,Martin Luther College,27.0,2399,Minnesota-Morris,30.0,2023-11-04T18:00:00.000Z,True
2974,218,Temple,32.0,2426,Navy,18.0,2023-11-04T18:00:00.000Z,True
2973,2741,Wisconsin Lutheran,28.0,2151,Concordia IL,21.0,2023-11-04T18:00:00.000Z,True
2972,2371,Mary Hardin-Baylor,21.0,2194,East Texas Baptist,12.0,2023-11-04T18:00:00.000Z,True
2982,2700,McDaniel College,20.0,2532,Salisbury,59.0,2023-11-04T18:00:00.000Z,True
3043,2005,Air Force,3.0,349,Army,23.0,2023-11-04T18:30:00.000Z,True
3042,2635,Tennessee Tech,41.0,2630,UT Martin,44.0,2023-11-04T18:30:00.000Z,True
3069,2466,Northwestern State,0.0,2277,Houston Christian,1.0,2023-11-04T19:00:00.000Z,True
3044,253,Southern Utah,35.0,124179,Lincoln University CA,6.0,2023-11-04T19:00:00.000Z,True
3045,2122,Central Oklahoma,41.0,2687,Washburn,7.0,2023-11-04T19:00:00.000Z,True
3046,2401,Mississippi College,14.0,110242,West Florida,42.0,2023-11-04T19:00:00.000Z,True
3047,2823,Northwestern Oklahoma State,14.0,2568,Southern Arkansas,42.0,2023-11-04T19:00:00.000Z,True
3048,2927,Southwestern Oklahoma,0.0,2271,Henderson State,56.0,2023-11-04T19:00:00.000Z,True
3049,2028,Arkansas-Monticello,14.0,200,Southern Nazarene,41.0,2023-11-04T19:00:00.000Z,True
3072,2292,Indianapolis,16.0,2816,McKendree,21.0,2023-11-04T19:00:00.000Z,True
3051,2032,Arkansas State,37.0,309,Louisiana,17.0,2023-11-04T19:00:00.000Z,True
3052,235,Memphis,59.0,58,South Florida,50.0,2023-11-04T19:00:00.000Z,True
3053,249,North Texas,29.0,2636,UT San Antonio,37.0,2023-11-04T19:00:00.000Z,True
3054,5,UAB,45.0,2226,Florida Atlantic,42.0,2023-11-04T19:00:00.000Z,True
3055,2504,Prairie View,38.0,2029,Arkansas-Pine Bluff,14.0,2023-11-04T19:00:00.000Z,True
3056,196,Northeastern State,0.0,138,Northwest Missouri State,52.0,2023-11-04T19:00:00.000Z,True
3057,2069,Black Hills State,35.0,2001,Adams State,28.0,2023-11-04T19:00:00.000Z,True
3058,2323,Lane,27.0,2542,Savannah State,21.0,2023-11-04T19:00:00.000Z,True
3059,425,Northern State,21.0,2043,Augustana SD,31.0,2023-11-04T19:00:00.000Z,True
3060,11,Colorado Mesa,38.0,2123,Chadron State,22.0,2023-11-04T19:00:00.000Z,True
3061,2714,Western State,57.0,2237,Fort Lewis,3.0,2023-11-04T19:00:00.000Z,True
3071,2623,Missouri State,35.0,2287,Illinois State,36.0,2023-11-04T19:00:00.000Z,True
3063,2016,Alcorn State,44.0,2582,Southern,21.0,2023-11-04T19:00:00.000Z,True
3064,2815,Lindenwood,10.0,2197,Eastern Illinois,16.0,2023-11-04T19:00:00.000Z,True
3065,2000,Abilene Christian,24.0,3101,Utah Tech,7.0,2023-11-04T19:00:00.000Z,True
3066,147,Montana State,45.0,2464,Northern Arizona,21.0,2023-11-04T19:00:00.000Z,True
3067,2747,Wofford,25.0,2717,Western Carolina,28.0,2023-11-04T19:00:00.000Z,True
3068,2571,South Dakota State,33.0,2449,North Dakota State,16.0,2023-11-04T19:00:00.000Z,True
3070,2458,Northern Colorado,13.0,70,Idaho,27.0,2023-11-04T19:00:00.000Z,True
3062,2258,Guilford,13.0,2047,Averett,34.0,2023-11-04T19:00:00.000Z,True
3050,2296,Jackson State,21.0,2640,Texas Southern,19.0,2023-11-04T19:00:00.000Z,True
3085,61,Georgia,30.0,142,Missouri,21.0,2023-11-04T19:30:00.000Z,True
3086,295,Old Dominion,24.0,324,Coastal Carolina,28.0,2023-11-04T19:30:00.000Z,True
3073,113,UMass,31.0,2771,Merrimack,21.0,2023-11-04T19:30:00.000Z,True
3074,2428,North Carolina Central,38.0,2450,Norfolk State,24.0,2023-11-04T19:30:00.000Z,True
3075,2569,South Carolina State,27.0,47,Howard,24.0,2023-11-04T19:30:00.000Z,True
3076,2247,Georgia State,14.0,256,James Madison,42.0,2023-11-04T19:30:00.000Z,True
3077,135,Minnesota,26.0,356,Illinois,27.0,2023-11-04T19:30:00.000Z,True
3087,97,Louisville,34.0,259,Virginia Tech,3.0,2023-11-04T19:30:00.000Z,True
3079,77,Northwestern,7.0,2294,Iowa,10.0,2023-11-04T19:30:00.000Z,True
3078,120,Maryland,15.0,213,Penn State,51.0,2023-11-04T19:30:00.000Z,True
3083,2132,Cincinnati,26.0,2116,UCF,28.0,2023-11-04T19:30:00.000Z,True
3084,239,Baylor,24.0,248,Houston,25.0,2023-11-04T19:30:00.000Z,True
3081,221,Pittsburgh,7.0,52,Florida State,24.0,2023-11-04T19:30:00.000Z,True
3080,197,Oklahoma State,27.0,201,Oklahoma,24.0,2023-11-04T19:30:00.000Z,True
3082,151,East Carolina,10.0,2655,Tulane,13.0,2023-11-04T19:30:00.000Z,True
3100,2127,Charleston Southern,35.0,2634,Tennessee State,21.0,2023-11-04T20:00:00.000Z,True
3088,238,Vanderbilt,15.0,2,Auburn,31.0,2023-11-04T20:00:00.000Z,True
3089,2980,Ohio Wesleyan,28.0,2746,Wittenberg,36.0,2023-11-04T20:00:00.000Z,True
3090,2572,Southern Mississippi,24.0,2433,Louisiana Monroe,7.0,2023-11-04T20:00:00.000Z,True
3092,2486,Pacific Lutheran,19.0,203,Linfield,42.0,2023-11-04T20:00:00.000Z,True
3093,2721,Whitworth,24.0,415,George Fox University,13.0,2023-11-04T20:00:00.000Z,True
3094,2264,Harding,48.0,2191,East Central,7.0,2023-11-04T20:00:00.000Z,True
3095,202,Tulsa,26.0,2429,Charlotte,33.0,2023-11-04T20:00:00.000Z,True
3096,2545,Southeastern Louisiana,38.0,2377,McNeese,24.0,2023-11-04T20:00:00.000Z,True
3097,2916,Incarnate Word,32.0,2447,Nicholls,45.0,2023-11-04T20:00:00.000Z,True
3098,331,Eastern Washington,48.0,13,Cal Poly,13.0,2023-11-04T20:00:00.000Z,True
3099,2320,Lamar,41.0,2837,Texas A&M-Commerce,21.0,2023-11-04T20:00:00.000Z,True
3091,2440,Nevada,14.0,62,Hawai'i,27.0,2023-11-04T20:00:00.000Z,True
3101,2848,Western Oregon,27.0,2658,Texas A&M-Kingsville,34.0,2023-11-04T20:05:00.000Z,True
3102,2396,Miles,35.0,2657,Tuskegee,10.0,2023-11-04T21:00:00.000Z,True
3104,326,Texas State,45.0,290,Georgia Southern,24.0,2023-11-04T21:00:00.000Z,True
3105,2033,Arkansas Tech,14.0,199,Southeastern Oklahoma,7.0,2023-11-04T21:00:00.000Z,True
3106,2198,Eastern Kentucky,30.0,2046,Austin Peay,33.0,2023-11-04T21:00:00.000Z,True
3107,2011,Alabama State,17.0,2755,Grambling,6.0,2023-11-04T21:00:00.000Z,True
3103,2453,North Alabama,14.0,2110,Central Arkansas,27.0,2023-11-04T21:00:00.000Z,True
3108,3,Birmingham-Southern,6.0,2757,Berry College,53.0,2023-11-04T21:30:00.000Z,True
3109,2483,Oregon,63.0,25,California,19.0,2023-11-04T21:30:00.000Z,True
3116,304,Idaho State,21.0,2692,Weber State,33.0,2023-11-04T22:00:00.000Z,True
3115,2026,Appalachian State,31.0,276,Marshall,9.0,2023-11-04T22:00:00.000Z,True
3117,122666,Barton College,28.0,2336,Limestone,33.0,2023-11-04T22:00:00.000Z,True
3118,2749,Worcester Polytechnic,21.0,2557,Coast Guard,28.0,2023-11-04T22:00:00.000Z,True
3110,2335,Liberty,56.0,2348,Louisiana Tech,30.0,2023-11-04T22:00:00.000Z,True
3111,167,New Mexico,14.0,2439,UNLV,56.0,2023-11-04T22:00:00.000Z,True
3113,2206,Edward Waters,41.0,2355,Virginia Lynchburg,17.0,2023-11-04T22:00:00.000Z,True
3114,2698,West Georgia,13.0,2170,Delta State,47.0,2023-11-04T22:00:00.000Z,True
3112,166,New Mexico State,13.0,2393,Middle Tennessee,7.0,2023-11-04T22:00:00.000Z,True
3119,437,Lake Erie College,37.0,2316,Kentucky Wesleyan,43.0,2023-11-04T22:30:00.000Z,True
3126,66,Iowa State,21.0,2305,Kansas,28.0,2023-11-04T23:00:00.000Z,True
3122,2627,Tarleton State,59.0,2617,Stephen F. Austin,17.0,2023-11-04T23:00:00.000Z,True
3124,205,Pacific OR,64.0,2930,Willamette,6.0,2023-11-04T23:00:00.000Z,True
3123,277,West Virginia,37.0,252,BYU,7.0,2023-11-04T23:00:00.000Z,True
3121,302,UC Davis,37.0,2502,Portland State,23.0,2023-11-04T23:00:00.000Z,True
3120,2025,Angelo State,27.0,2395,Midwestern State,12.0,2023-11-04T23:00:00.000Z,True
3125,21,San Diego State,24.0,328,Utah State,32.0,2023-11-04T23:00:00.000Z,True
3128,30,USC,42.0,264,Washington,52.0,2023-11-04T23:30:00.000Z,True
3129,344,Mississippi State,3.0,96,Kentucky,24.0,2023-11-04T23:30:00.000Z,True
3130,242,Rice,31.0,2567,SMU,36.0,2023-11-04T23:30:00.000Z,True
3127,130,Michigan,41.0,2509,Purdue,13.0,2023-11-04T23:30:00.000Z,True
3131,333,Alabama,42.0,99,LSU,28.0,2023-11-04T23:45:00.000Z,True
3132,152,NC State,20.0,2390,Miami,6.0,2023-11-05T00:00:00.000Z,True
3133,149,Montana,34.0,16,Sacramento State,7.0,2023-11-05T00:00:00.000Z,True
3136,265,Washington State,7.0,24,Stanford,10.0,2023-11-05T01:00:00.000Z,True
3135,2638,UTEP,13.0,98,Western Kentucky,21.0,2023-11-05T01:00:00.000Z,True
3134,2333,Lewis & Clark,66.0,2508,Puget Sound,24.0,2023-11-05T01:00:00.000Z,True
3137,2923,Pomona-Pitzer,20.0,29,Redlands,7.0,2023-11-05T02:00:00.000Z,True
3138,411,Chapman,37.0,2318,La Verne,7.0,2023-11-05T02:00:00.000Z,True
3139,38,Colorado,19.0,204,Oregon State,26.0,2023-11-05T02:00:00.000Z,True
3140,278,Fresno State,37.0,68,Boise State,30.0,2023-11-05T02:00:00.000Z,True
3141,2094,Cal Lutheran,13.0,17,Claremont,30.0,2023-11-05T02:00:00.000Z,True
3142,12,Arizona,27.0,26,UCLA,10.0,2023-11-05T02:30:00.000Z,True
3143,2711,Western Michigan,38.0,2117,Central Michigan,28.0,2023-11-08T00:00:00.000Z,True
3144,2459,Northern Illinois,17.0,2050,Ball State,20.0,2023-11-08T00:00:00.000Z,True
3145,2084,Buffalo,10.0,195,Ohio,20.0,2023-11-08T00:30:00.000Z,True
3146,193,Miami OH,19.0,2006,Akron,0.0,2023-11-09T00:00:00.000Z,True
3147,2309,Kent State,19.0,189,Bowling Green,49.0,2023-11-09T00:00:00.000Z,True
3148,2649,Toledo,49.0,2199,Eastern Michigan,23.0,2023-11-09T00:30:00.000Z,True
3149,309,Louisiana,31.0,2572,Southern Mississippi,34.0,2023-11-10T00:30:00.000Z,True
3150,97,Louisville,31.0,258,Virginia,24.0,2023-11-10T00:30:00.000Z,True
3151,2442,College of New Jersey,21.0,3112,Christopher Newport,27.0,2023-11-10T23:00:00.000Z,True
3152,2827,Rowan,24.0,2970,William Paterson,14.0,2023-11-11T00:00:00.000Z,True
3153,2532,Salisbury,31.0,2871,Kean,28.0,2023-11-11T00:00:00.000Z,True
3155,2029,Arkansas-Pine Bluff,14.0,2755,Grambling,43.0,2023-11-11T02:00:00.000Z,True
3154,2567,SMU,45.0,249,North Texas,21.0,2023-11-11T02:00:00.000Z,True
3156,2439,UNLV,34.0,2751,Wyoming,14.0,2023-11-11T03:45:00.000Z,True
3164,2305,Kansas,13.0,2641,Texas Tech,16.0,2023-11-11T17:00:00.000Z,True
3157,356,Illinois,48.0,84,Indiana,45.0,2023-11-11T17:00:00.000Z,True
3158,349,Army,17.0,107,Holy Cross,14.0,2023-11-11T17:00:00.000Z,True
3159,2523,Robert Morris,14.0,2127,Charleston Southern,12.0,2023-11-11T17:00:00.000Z,True
3160,587,Notre Dame College,0.0,2017,Alderson-Broaddus,0.0,2023-11-11T17:00:00.000Z,False
3161,2754,Youngstown State,0.0,2571,South Dakota State,27.0,2023-11-11T17:00:00.000Z,True
3162,2771,Merrimack,35.0,2115,Central Connecticut,24.0,2023-11-11T17:00:00.000Z,True
3163,58,South Florida,27.0,218,Temple,23.0,2023-11-11T17:00:00.000Z,True
3166,2287,Illinois State,44.0,93,Murray State,7.0,2023-11-11T17:00:00.000Z,True
3165,2056,Belhaven College,46.0,2913,Brevard College,19.0,2023-11-11T17:00:00.000Z,True
3191,223,West Chester,34.0,2134,Clarion,7.0,2023-11-11T17:00:00.000Z,True
3169,2842,UVA-Wise,0.0,351,Wingate,27.0,2023-11-11T17:00:00.000Z,True
3195,110438,Dean College,3.0,3162,Alfred State College,55.0,2023-11-11T17:00:00.000Z,True
3196,2646,Thomas More,44.0,437,Lake Erie College,6.0,2023-11-11T17:00:00.000Z,True
3197,213,Penn State,15.0,130,Michigan,24.0,2023-11-11T17:00:00.000Z,True
3198,2884,Nichols,31.0,2280,Husson,61.0,2023-11-11T17:00:00.000Z,True
3199,2224,Findlay,7.0,2838,Tiffin,26.0,2023-11-11T17:00:00.000Z,True
3200,163,Princeton,28.0,43,Yale,36.0,2023-11-11T17:00:00.000Z,True
3201,2579,South Carolina,47.0,238,Vanderbilt,6.0,2023-11-11T17:00:00.000Z,True
3202,2974,Shepherd,49.0,2385,Mercyhurst,25.0,2023-11-11T17:00:00.000Z,True
3203,2682,Walsh,24.0,2886,Northwood MI,31.0,2023-11-11T17:00:00.000Z,True
3167,2655,Tulane,24.0,202,Tulsa,22.0,2023-11-11T17:00:00.000Z,True
3204,2467,Norwich,0.0,2776,Salve Regina,38.0,2023-11-11T17:00:00.000Z,True
3206,2557,Coast Guard,27.0,2383,Merchant Marine,39.0,2023-11-11T17:00:00.000Z,True
3207,175,Ithaca,28.0,2782,SUNY Cortland,38.0,2023-11-11T17:00:00.000Z,True
3208,158,Nebraska,10.0,120,Maryland,13.0,2023-11-11T17:00:00.000Z,True
3209,402,Worcester State College,6.0,2967,Framingham State,41.0,2023-11-11T17:00:00.000Z,True
3210,2169,Delaware State,21.0,2450,Norfolk State,44.0,2023-11-11T17:00:00.000Z,True
3211,2569,South Carolina State,17.0,2415,Morgan State,20.0,2023-11-11T17:00:00.000Z,True
3212,2986,Fairmont State,20.0,341,Frostburg State,50.0,2023-11-11T17:00:00.000Z,True
3213,184,Rochester,23.0,174,Hobart,27.0,2023-11-11T17:00:00.000Z,True
3214,237,Union,13.0,2528,Rensselaer,7.0,2023-11-11T17:00:00.000Z,True
3205,2256,Greensboro,27.0,291,Methodist,21.0,2023-11-11T17:00:00.000Z,True
3193,210,Millersville,10.0,611,Seton Hill College,30.0,2023-11-11T17:00:00.000Z,True
3194,2071,Bloomsburg,0.0,2291,Indiana PA,31.0,2023-11-11T17:00:00.000Z,True
3190,2038,Assumption,14.0,2583,Southern Connecticut State,20.0,2023-11-11T17:00:00.000Z,True
3170,2781,Brockport State NY,35.0,365,Alfred,14.0,2023-11-11T17:00:00.000Z,True
3171,323,Moravian,6.0,398,Wilkes,41.0,2023-11-11T17:00:00.000Z,True
3172,2015,Albright,9.0,388,Lebanon Valley,47.0,2023-11-11T17:00:00.000Z,True
3173,110,Mass Maritime,6.0,18,Bridgewater State,48.0,2023-11-11T17:00:00.000Z,True
3174,7,Amherst College,21.0,2731,Williams,14.0,2023-11-11T17:00:00.000Z,True
3175,336,Wesleyan,6.0,2977,Trinity CT,58.0,2023-11-11T17:00:00.000Z,True
3176,114,Fitchburg State,0.0,2909,Westfield State,49.0,2023-11-11T17:00:00.000Z,True
3177,2808,Delaware Valley,23.0,2725,Widener,6.0,2023-11-11T17:00:00.000Z,True
3192,2315,Kutztown,31.0,215,Slippery Rock,7.0,2023-11-11T17:00:00.000Z,True
3179,40,Curry,27.0,2702,Western New England,48.0,2023-11-11T17:00:00.000Z,True
3178,2341,Long Island University,49.0,2681,Wagner,14.0,2023-11-11T17:00:00.000Z,True
3181,2184,Duquesne,28.0,284,Stonehill,33.0,2023-11-11T17:00:00.000Z,True
3182,2405,Monmouth,24.0,160,New Hampshire,31.0,2023-11-11T17:00:00.000Z,True
3183,2707,West Virginia State,20.0,2128,Charleston WV,52.0,2023-11-11T17:00:00.000Z,True
3184,379,UMass Dartmouth,41.0,2972,Plymouth State,7.0,2023-11-11T17:00:00.000Z,True
3185,121,Bates College,7.0,348,Hamilton,21.0,2023-11-11T17:00:00.000Z,True
3186,452,Endicott College,41.0,111675,University of New England,14.0,2023-11-11T17:00:00.000Z,True
3187,2221,FDU-Florham,3.0,2969,Misericordia,6.0,2023-11-11T17:00:00.000Z,True
3188,103,Boston College,22.0,259,Virginia Tech,48.0,2023-11-11T17:00:00.000Z,True
3189,389,Upper Iowa,28.0,2825,Quincy,38.0,2023-11-11T17:00:00.000Z,True
3180,96,Kentucky,21.0,333,Alabama,49.0,2023-11-11T17:00:00.000Z,True
3168,228,Clemson,42.0,59,Georgia Tech,21.0,2023-11-11T17:00:00.000Z,True
3216,322,Lafayette,24.0,2230,Fordham,16.0,2023-11-11T17:30:00.000Z,True
3217,171,Columbia,14.0,225,Brown,21.0,2023-11-11T17:30:00.000Z,True
3215,2394,Middlebury,19.0,112,Tufts,10.0,2023-11-11T17:30:00.000Z,True
3266,2249,Glenville State,41.0,455,WV Wesleyan,3.0,2023-11-11T18:00:00.000Z,True
3261,2746,Wittenberg,52.0,2748,Wooster,24.0,2023-11-11T18:00:00.000Z,True
3260,173,Hartwick,13.0,3110,Morrisville State,38.0,2023-11-11T18:00:00.000Z,True
3259,216,Susquehanna,49.0,2354,Lycoming,10.0,2023-11-11T18:00:00.000Z,True
3258,2651,Trine,42.0,126,Kalamazoo,29.0,2023-11-11T18:00:00.000Z,True
3257,2919,Monmouth IL,42.0,255,Knox College,7.0,2023-11-11T18:00:00.000Z,True
3256,2171,Denison,29.0,2980,Ohio Wesleyan,26.0,2023-11-11T18:00:00.000Z,True
3255,471,Stevenson,26.0,127954,Eastern University,23.0,2023-11-11T18:00:00.000Z,True
3254,2108,Catholic University,34.0,246,Juniata,20.0,2023-11-11T18:00:00.000Z,True
3253,2234,Franklin & Marshall,35.0,2248,Gettysburg,10.0,2023-11-11T18:00:00.000Z,True
3252,2667,Ursinus,21.0,2175,Dickinson,10.0,2023-11-11T18:00:00.000Z,True
3251,2213,Emory & Henry,29.0,2336,Limestone,47.0,2023-11-11T18:00:00.000Z,True
3250,2588,Southwestern University,24.0,2553,Sewanee Univ. of the South,0.0,2023-11-11T18:00:00.000Z,True
3249,2121,Centre,10.0,3,Birmingham-Southern,6.0,2023-11-11T18:00:00.000Z,True
3248,2441,New Haven,24.0,2060,Bentley,17.0,2023-11-11T18:00:00.000Z,True
3247,262,Lake Forest,14.0,80,Chicago,15.0,2023-11-11T18:00:00.000Z,True
3246,266,Beloit College,7.0,2286,Illinois College,54.0,2023-11-11T18:00:00.000Z,True
3245,352,Kenyon,38.0,391,Oberlin,10.0,2023-11-11T18:00:00.000Z,True
3244,2686,Washington & Jefferson,33.0,2845,Waynesburg,28.0,2023-11-11T18:00:00.000Z,True
3243,2849,Westminster PA,35.0,2242,Geneva College,14.0,2023-11-11T18:00:00.000Z,True
3242,2817,Minnesota St-Moorhead,35.0,559,University of Mary,7.0,2023-11-11T18:00:00.000Z,True
3240,222,Villanova,33.0,119,Towson,10.0,2023-11-11T18:00:00.000Z,True
3239,2373,Maryville TN,48.0,2896,Southern Virginia,10.0,2023-11-11T18:00:00.000Z,True
3238,233,South Dakota,14.0,155,North Dakota,10.0,2023-11-11T18:00:00.000Z,True
3237,386,Trinity TX,56.0,418,Hendrix College,7.0,2023-11-11T18:00:00.000Z,True
3236,2828,Shenandoah,21.0,2688,Washington & Lee,40.0,2023-11-11T18:00:00.000Z,True
3235,2047,Averett,38.0,366,Ferrum,10.0,2023-11-11T18:00:00.000Z,True
3234,2105,Carson-Newman,14.0,2107,Catawba,24.0,2023-11-11T18:00:00.000Z,True
3262,2516,Randolph-Macon,49.0,297,Hampden-Sydney,10.0,2023-11-11T18:00:00.000Z,True
3233,209,Lock Haven,30.0,2205,Edinboro,36.0,2023-11-11T18:00:00.000Z,True
3263,2257,Greenville,64.0,509,Crown College,20.0,2023-11-11T18:00:00.000Z,True
3265,101784,Erskine,14.0,122666,Barton College,48.0,2023-11-11T18:00:00.000Z,True
3293,112334,Franklin Pierce,21.0,2022,American International,10.0,2023-11-11T18:00:00.000Z,True
3292,2790,Albion,14.0,2800,Alma College,50.0,2023-11-11T18:00:00.000Z,True
3291,2699,West Liberty,31.0,112335,Wheeling Jesuit,3.0,2023-11-11T18:00:00.000Z,True
3290,2674,Valparaiso,23.0,56,Stetson,20.0,2023-11-11T18:00:00.000Z,True
3289,2222,Ferris State,63.0,131,Wayne State MI,19.0,2023-11-11T18:00:00.000Z,True
3288,2273,Hillsdale,35.0,2477,Ohio Dominican,17.0,2023-11-11T18:00:00.000Z,True
3287,110242,West Florida,52.0,2804,Chowan,6.0,2023-11-11T18:00:00.000Z,True
3286,2062,Bethany WV,21.0,2614,St. Vincent,29.0,2023-11-11T18:00:00.000Z,True
3285,2335,Liberty,38.0,295,Old Dominion,10.0,2023-11-11T18:00:00.000Z,True
3284,2619,Stony Brook,20.0,399,Albany,38.0,2023-11-11T18:00:00.000Z,True
3283,247,King's College PA,50.0,111674,Alvernia University,0.0,2023-11-11T18:00:00.000Z,True
3282,81,Springfield,51.0,2951,SUNY Maritime,6.0,2023-11-11T18:00:00.000Z,True
3281,65,Grinnell,20.0,2155,Cornell College IA,51.0,2023-11-11T18:00:00.000Z,True
3280,354,Olivet College,32.0,2003,Adrian,10.0,2023-11-11T18:00:00.000Z,True
3279,390,Utica,14.0,374,St. John Fisher,0.0,2023-11-11T18:00:00.000Z,True
3278,2876,Lincoln MO,27.0,2118,Central Missouri State,63.0,2023-11-11T18:00:00.000Z,True
3277,490,Benedict College,47.0,2013,Albany State GA,10.0,2023-11-11T18:00:00.000Z,True
3276,2644,Thiel College,0.0,146,Grove City College,31.0,2023-11-11T18:00:00.000Z,True
3275,2560,Shorter,9.0,2695,West Alabama,28.0,2023-11-11T18:00:00.000Z,True
3274,2413,Morehead State,47.0,2166,Davidson,17.0,2023-11-11T18:00:00.000Z,True
